CUS_NO ; BRANCH ; BIRTH
34223;2048;620108   
34224;1059;520214   
34225;2022;490410   
34226;2038;680231   
34227;1019;301018   
34228;1030;490101   
34230;2031;630624   
34231;2037;270315   
34232;2003;620610   
34233;2001;631111   
34234;1047;650617   
34235;2029;590110   
34236;2017;520316   
34237;2006;650128   
34238;1001;270126   
34240;2007;210410   
34241;1022;500202   
34243;1053;720722   
34244;2007;370528   
34245;2044;411102   
34247;1054;290402   
34248;1001;271205   
34249;2015;580501   
34251;1019;671016   
34252;1021;370504   
34258;1054;350101   
34259;1046;430703   
34260;2013;390201   
34262;1040;530911   
34263;1054;410617   
34264;1054;170605   
34265;1054;281028   
34267;2028;620902   
34268;1054;580405   
34269;1054;490903   
34270;2013;330903   
34271;2034;581128   
34272;1001;410201   
34274;2001;580914   
34277;2003;311215   
34279;2037;490601   
34280;2033;400619   
34281;2044;510916   
34283;1058;360528   
34284;1021;651004   
34285;2042;211201   
34286;2015;490301   
34287;2030;571027   
34290;1006;330303   
34291;2048;300522   
34292;1006;420301   
34294;1057;430215   
34295;2026;580631   
34297;1033;560631   
34299;1042;620625   
34301;1041;670203   
34302;1032;570515   
34303;2048;670531   
34304;2031;610620   
34305;1032;191020   
34306;1044;610123   
34308;2009;510620   
34309;2016;400514   
34310;1029;590901   
34311;1054;340510   
34312;2011;750505   
34313;2032;430708   
34315;2028;510403   
34316;2035;510214   
34319;1022;300205   
34322;1046;641029   
34323;1037;590118   
34324;2035;640625   
34325;1007;410118   
34326;1042;380504   
34327;2032;500701   
34329;1041;530816   
34330;1025;660607   
34331;2040;271104   
34333;2003;640112   
34334;2020;600328   
34336;1030;440615   
34339;1023;580512   
34340;1030;830224   
34341;1049;661026   
34342;1054;750913   
34343;2029;530625   
34345;1058;690527   
34346;1049;530126   
34347;1029;320302   
34349;1025;620229   
34350;2025;270108   
34351;2010;490101   
34352;1036;390129   
34353;2016;470701   
34354;2006;340701   
34356;1019;391201   
34357;1044;560915   
34358;1041;580920   
34360;1006;270102   
34362;2023;320220   
34363;2028;301110   
34364;1007;581007   
34365;2019;131130   
34366;1052;381004   
34368;1043;320112   
34369;2035;630620   
34372;2020;640612   
34373;2042;510630   
34374;2005;510301   
34375;2012;630101   
34380;1046;311127   
34381;2005;560617   
34382;2042;610621   
34383;1014;790214   
34384;1051;340317   
34388;2021;671124   
34389;1051;660630   
34391;2025;560909   
34392;1053;540631   
34394;2044;600409   
34395;1021;590523   
34397;1037;640623   
34399;2005;570430   
34400;1021;610606   
34401;1056;620418   
34403;2030;550601   
34404;2004;650307   
34405;1011;520223   
34407;1041;341129   
34409;1059;091007   
34410;2038;570610   
34411;2040;530602   
34412;1031;561202   
34414;2042;500701   
34415;1026;570628   
34416;1059;490719   
34417;2046;480820   
34418;1014;441224   
34419;2025;580903   
34420;2039;300101   
34423;1042;230708   
34424;2041;350103   
34425;2004;640921   
34426;1043;520322   
34427;1022;520324   
34428;1022;411221   
34429;2002;640504   
34430;1003;531124   
34431;2005;410601   
34432;1001;370228   
34433;2005;611120   
34434;2018;510701   
34435;2030;410601   
34440;1046;301207   
34441;1041;690530   
34442;1038;611104   
34443;2026;590310   
34444;2028;720105   
34446;1001;381019   
34448;1041;391102   
34449;1021;510701   
34450;1038;620322   
34451;1029;430205   
34452;1016;480429   
34453;2001;550520   
34454;1058;350221   
34455;1001;050701   
34459;1043;650626   
34460;2031;450305   
34461;2047;400815   
34462;1029;630101   
34463;2033;160411   
34464;1058;470601   
34465;1051;210707   
34466;1030;460603   
34467;2025;660316   
34468;2016;580615   
34469;2014;610417   
34470;1051;621120   
34471;2040;530222   
34472;1054;550616   
34473;2035;800822   
34474;2045;430211   
34475;1059;331118   
34476;2040;390703   
34477;1057;470610   
34478;1029;480101   
34479;1046;360220   
34480;1001;590524   
34482;2033;470307   
34485;2022;480509   
34487;1025;311212   
34489;1018;510131   
34490;1043;420407   
34491;1058;350205   
34492;1052;410329   
34494;1058;400116   
34495;1056;640101   
34497;2030;620614   
34498;1052;630101   
34499;1052;610424   
34501;1058;300830   
34502;2013;490214   
34503;1058;840120   
34505;1058;480402   
34506;2001;630630   
34507;2038;340702   
34509;1022;310218   
34510;2038;831118   
34511;1004;660130   
34512;2013;350512   
34513;2005;480101   
34514;1023;600103   
34515;1049;281217   
34517;1006;660219   
34518;1011;380824   
34519;1027;320601   
34520;1058;391102   
34521;2018;500508   
34522;2024;140906   
34523;2002;310615   
34524;2016;350901   
34526;1051;580106   
34527;1058;320316   
34528;2039;670313   
34529;2011;620603   
34530;2035;450704   
34531;1031;650101   
34532;1001;590826   
34533;1052;620913   
34534;2022;610310   
34535;1049;661205   
34536;1042;610105   
34538;1046;400102   
34540;1011;251004   
34541;2005;540701   
34542;2022;290304   
34543;1046;440224   
34544;2012;660201   
34545;1038;691125   
34546;1029;600625   
34547;1011;410304   
34548;1018;840222   
34550;1032;650401   
34553;2029;580214   
34554;2029;510104   
34555;2022;381121   
34556;2031;390106   
34558;1027;600412   
34560;1056;330205   
34561;1010;340102   
34562;2036;281022   
34563;2026;701124   
34564;1046;641108   
34565;2006;270502   
34567;2012;510101   
34569;2038;190319   
34570;1056;621213   
34571;1058;140901   
34573;1014;610706   
34574;2038;550914   
34575;2010;420501   
34577;2014;600907   
34578;1023;620523   
34581;2010;450317   
34582;2041;480809   
34583;1006;380901   
34584;1005;450601   
34585;2033;300701   
34586;1033;400426   
34589;1026;581018   
34590;1056;590810   
34591;2046;540601   
34593;1037;661227   
34595;1041;331202   
34597;2040;410515   
34598;1014;581029   
34599;2045;610625   
34603;2042;670630   
34606;2023;380720   
34607;1005;780712   
34608;1034;710902   
34611;1037;590310   
34612;1042;560610   
34614;2028;460401   
34615;1006;450624   
34616;1038;390101   
34619;1052;460210   
34620;1036;431020   
34621;2005;080202   
34622;2025;360902   
34623;2016;630401   
34624;1053;550626   
34625;1046;610119   
34626;2023;301120   
34627;2017;580603   
34630;1015;251212   
34631;1031;260814   
34632;1007;610608   
34633;1030;620225   
34635;2001;620418   
34636;2041;200120   
34638;2028;450822   
34640;2005;460505   
34641;2015;450325   
34642;1011;530628   
34643;1038;650119   
34645;2043;590117   
34646;1009;560508   
34647;1029;240216   
34649;1032;571203   
34651;1029;590623   
34652;1051;520304   
34654;1039;370601   
34655;2026;500409   
34657;2032;520602   
34658;2035;781012   
34659;1041;380701   
34660;1016;501027   
34661;2014;440602   
34662;1026;330324   
34663;2029;550602   
34665;2046;240809   
34666;2024;630317   
34667;1042;620308   
34669;1038;500728   
34670;2029;620131   
34671;1026;700907   
34672;1041;440110   
34673;1046;660431   
34674;1001;481106   
34675;1018;460404   
34676;2033;510620   
34677;2040;510224   
34680;1025;630112   
34681;2033;300101   
34682;2006;500806   
34683;2011;460601   
34685;1040;120627   
34687;2019;290420   
34688;1057;290308   
34689;1025;440701   
34691;2046;580301   
34692;1029;410105   
34693;1032;630327   
34694;2041;340409   
34695;1032;590631   
34696;2001;570417   
34697;2022;560102   
34698;2026;441001   
34699;2031;500531   
34700;1026;570529   
34701;1029;460612   
34702;2005;480515   
34703;1001;260220   
34704;1037;700628   
34705;2015;521010   
34708;2004;620814   
34709;1013;540121   
34710;2011;530631   
34711;1032;511007   
34712;1046;590704   
34713;1007;250912   
34716;1056;300101   
34717;2008;800626   
34718;2003;490117   
34720;1013;571128   
34722;2012;410819   
34723;1035;580101   
34724;1016;570127   
34726;2025;100101   
34728;2029;650107   
34729;1022;740616   
34731;1010;180903   
34732;2042;530131   
34733;2019;330318   
34734;2029;521020   
34735;2010;480405   
34736;2036;310510   
34737;1023;551112   
34738;2040;491124   
34739;2042;230529   
34740;2046;570401   
34741;2045;230506   
34742;1059;340327   
34743;2042;250105   
34744;2023;460621   
34745;2032;400425   
34746;2028;500813   
34748;2044;510410   
34750;2006;340102   
34753;1047;240721   
34754;2005;110306   
34755;2023;700322   
34756;2031;550609   
34758;2020;260115   
34760;2040;320405   
34761;2028;380604   
34762;2004;610723   
34763;2009;560420   
34764;2002;490601   
34765;2003;530101   
34766;1025;410110   
34769;2041;461210   
34770;2010;631126   
34771;2045;270609   
34772;1044;270227   
34773;2028;330121   
34774;1058;331003   
34775;1031;430203   
34776;2004;290113   
34777;1042;441203   
34778;2005;500406   
34779;2024;530625   
34781;2009;300601   
34782;2040;610501   
34783;1054;460327   
34786;2041;580110   
34787;1011;340410   
34788;2042;601120   
34789;2026;340119   
34792;1014;760420   
34793;1007;580725   
34794;2001;550520   
34797;1032;620229   
34798;1037;510620   
34800;2036;650702   
34801;2029;230702   
34802;2032;500623   
34805;2011;651101   
34806;2015;420504   
34808;2011;180119   
34810;2030;550417   
34815;2006;490416   
34817;2002;300103   
34818;1054;610320   
34820;1025;500622   
34821;2039;480310   
34822;2032;370115   
34823;1022;450628   
34824;2038;400118   
34825;2038;410402   
34826;2010;481025   
34827;2038;271210   
34828;1059;280724   
34830;2030;561201   
34831;2046;270706   
34832;1049;460431   
34833;2019;560701   
34834;2002;340210   
34835;2042;570511   
34836;2030;380703   
34837;2012;620220   
34838;1031;730401   
34839;1037;520601   
34841;2035;261111   
34843;2002;350204   
34845;1036;530915   
34848;2023;680420   
34849;1047;360311   
34850;1046;300118   
34851;1056;511117   
34853;1004;400401   
34854;2028;530628   
34855;1043;190117   
34857;1044;500431   
34859;1007;610631   
34860;2013;510201   
34861;1007;490410   
34862;2001;610301   
34863;2004;700511   
34864;2046;560630   
34865;2006;541104   
34866;2042;340402   
34867;1052;310521   
34869;2021;300608   
34870;2012;390802   
34871;1056;480427   
34873;2007;330314   
34874;1045;390502   
34875;1047;390322   
34876;1042;591028   
34877;1014;580315   
34878;1058;660325   
34879;1053;540309   
34880;2028;480101   
34883;1011;560629   
34884;2038;560510   
34885;1001;620625   
34886;2041;440112   
34887;1007;360913   
34888;1045;501106   
34889;2011;090307   
34890;2045;341020   
34892;1043;350615   
34893;2032;430501   
34894;2020;151220   
34895;2002;590910   
34896;1028;570630   
34899;1019;651003   
34900;1043;300320   
34901;1037;200524   
34902;2043;500630   
34904;2020;630631   
34905;2023;541101   
34906;1016;630116   
34908;1027;350615   
34909;2029;580504   
34910;2033;841207   
34911;1022;620107   
34912;1054;550510   
34914;2043;620630   
34915;2028;350706   
34916;1028;430901   
34917;1006;450907   
34920;1011;620910   
34921;1052;370115   
34922;1041;610521   
34925;1056;580702   
34927;1021;570624   
34928;1053;370829   
34929;2021;230509   
34930;2036;520202   
34931;2046;620421   
34932;1021;370901   
34933;1054;380521   
34935;1029;510208   
34937;1042;550627   
34938;2011;470401   
34939;2005;391015   
34941;1053;340811   
34942;2028;370403   
34944;2005;351207   
34945;2038;370130   
34946;2028;640414   
34947;1053;431101   
34948;2006;610327   
34949;1030;410217   
34950;1004;380110   
34951;2043;330115   
34952;2036;250210   
34953;2030;670206   
34954;1056;470913   
34955;1053;360418   
34958;2029;590713   
34963;2012;510601   
34964;2029;320611   
34965;1039;610626   
34966;1037;760629   
34970;1054;501114   
34971;1045;380102   
34972;1042;601213   
34974;1031;711207   
34975;1045;481029   
34976;2014;371226   
34977;2004;690805   
34978;1053;390707   
34980;1046;630201   
34981;1045;460615   
34983;1045;460426   
34984;2035;620321   
34985;1053;310605   
34986;2042;420511   
34987;1059;600628   
34989;2002;130519   
34990;1045;380117   
34991;1033;430502   
34992;1056;360710   
34993;2032;431201   
34994;1029;350120   
34995;2015;541201   
34996;1045;430730   
34997;1026;330311   
34998;1038;681217   
34999;1032;311106   
35000;2016;160908   
35001;2010;470403   
35002;2019;340101   
35003;2002;640210   
35004;1043;481125   
35005;2031;570304   
35007;1030;431208   
35009;1046;431216   
35010;2019;620209   
35011;1006;560601   
35012;2022;331001   
35013;2045;630122   
35014;1004;400118   
35015;1053;360710   
35016;1032;531201   
35017;1031;600625   
35018;1041;430420   
35020;2029;271227   
35021;1053;310204   
35022;2032;540211   
35023;1029;510717   
35024;1012;331224   
35026;1053;280701   
35027;1045;350122   
35031;2045;560404   
35032;2038;471106   
35033;2009;670407   
35034;2029;370102   
35036;1009;750616   
35037;2033;260203   
35038;1014;600626   
35039;2005;460319   
35040;2009;380107   
35041;1014;601224   
35043;2012;520115   
35044;2033;590630   
35045;2023;530929   
35046;1008;610624   
35047;2003;600622   
35049;1053;490912   
35051;1058;620630   
35052;2028;640628   
35053;2011;280823   
35054;1016;541211   
35055;1015;811020   
35056;2007;510208   
35059;2042;390717   
35060;2007;500124   
35061;1053;360328   
35062;1015;630101   
35064;1022;520101   
35065;2032;600302   
35068;1059;570720   
35069;1009;600314   
35070;2006;510609   
35071;1036;420101   
35072;1020;610409   
35073;1041;480421   
35074;1029;400815   
35075;1046;220101   
35077;1044;350101   
35078;2011;440101   
35080;2002;590630   
35081;2004;791010   
35082;2041;521205   
35083;1053;840122   
35086;1055;610101   
35087;1055;150101   
35088;2028;540625   
35090;2018;750124   
35091;2005;660229   
35092;2023;370717   
35093;2033;640119   
